49, 61, 2
48, 59, 2
47, 57, 2
47, 57, 2
48, 59, 2
48, 59, 2
48, 59, 2
48, 59, 2
48, 60, 2
49, 62, 3
51, 63, 3
54, 66, 4
50, 61, 3
50, 62, 2
52, 65, 3
54, 68, 5
51, 62, 3
52, 67, 4
51, 61, 3
52, 63, 4
50, 61, 3
48, 58, 3
46, 57, 4
45, 57, 3
46, 56, 3
46, 58, 3
48, 58, 3
46, 55, 2
45, 56, 3
45, 53, 1
45, 53, 1
45, 53, 2
44, 52, 1
46, 57, 3
45, 54, 2
48, 57, 3
46, 54, 2
46, 58, 4
46, 57, 3
45, 56, 2
46, 55, 2
46, 54, 3
42, 50, 2
43, 51, 1
44, 52, 2
47, 55, 3
48, 58, 3
49, 59, 4
52, 63, 5
49, 61, 3
48, 59, 3
48, 58, 2
48, 58, 2
47, 59, 2
48, 59, 3
47, 56, 2
47, 56, 2
49, 59, 3
47, 56, 2
47, 58, 2
49, 58, 3
49, 59, 3
51, 62, 3
48, 58, 2
51, 62, 3
53, 66, 5
50, 61, 3
52, 65, 5
51, 63, 4
49, 59, 2
50, 61, 3
52, 62, 4
49, 59, 3
49, 61, 3
52, 65, 5
50, 63, 4
46, 58, 3
45, 57, 3
47, 58, 4
44, 52, 2
47, 56, 4
43, 52, 2
45, 56, 3
44, 53, 2
45, 54, 2
46, 54, 2
44, 52, 2
44, 52, 2
45, 53, 2
47, 55, 3
46, 56, 3
48, 56, 3
45, 55, 2
42, 49, 1
46, 54, 3
46, 56, 4
43, 53, 1
47, 58, 3
54, 64, 6
51, 63, 4
