3, 5, 7
2, 4, 7
3, 5, 7
3, 5, 7
2, 4, 7
3, 4, 7
3, 4, 7
3, 5, 8
3, 5, 8
3, 5, 8
3, 5, 7
2, 4, 7
3, 4, 7
3, 5, 8
3, 5, 7
3, 5, 7
4, 5, 8
4, 8, 10
4, 8, 11
5, 12, 13
5, 16, 13
5, 17, 13
6, 19, 14
4, 16, 12
2, 12, 11
3, 13, 12
3, 14, 12
2, 12, 11
2, 12, 10
1, 10, 9
1, 10, 9
2, 10, 9
2, 12, 10
2, 13, 11
2, 12, 11
2, 10, 9
0, 8, 7
0, 7, 7
1, 9, 8
2, 12, 11
3, 14, 12
3, 15, 13
4, 17, 14
5, 19, 15
5, 19, 15
6, 21, 15
6, 21, 16
6, 17, 15
6, 12, 15
4, 8, 13
4, 7, 11
7, 10, 13
7, 10, 13
6, 10, 14
5, 9, 13
4, 7, 11
2, 4, 7
1, 2, 4
0, 2, 2
0, 1, 1
0, 2, 2
0, 2, 3
2, 4, 6
5, 9, 13
5, 9, 13
2, 4, 6
0, 1, 2
0, 1, 0
0, 1, 1
2, 3, 5
4, 7, 10
4, 7, 11
1, 2, 4
0, 1, 1
0, 1, 1
0, 1, 2
2, 3, 6
3, 6, 10
3, 5, 8
1, 2, 3
0, 1, 1
0, 0, 0
0, 2, 2
3, 5, 8
4, 7, 9
3, 5, 7
0, 2, 2
0, 1, 1
0, 1, 1
1, 2, 4
3, 5, 7
5, 10, 11
6, 10, 11
4, 7, 9
0, 2, 1
0, 0, 0
0, 1, 0
2, 6, 6
3, 12, 10
5, 16, 12
