5, 8, 0
5, 8, 0
5, 8, 0
5, 8, 0
5, 8, 0
5, 8, 0
5, 8, 0
5, 8, 0
6, 8, 0
6, 8, 0
6, 8, 0
6, 9, 0
7, 9, 0
5, 5, 1
8, 11, 2
7, 10, 1
7, 10, 2
7, 11, 2
6, 9, 1
6, 8, 1
7, 10, 1
7, 9, 1
7, 10, 1
7, 10, 2
8, 13, 2
8, 11, 2
7, 10, 1
7, 8, 2
8, 10, 2
7, 10, 1
7, 9, 1
7, 10, 1
7, 10, 1
7, 10, 1
7, 10, 1
7, 10, 1
6, 9, 1
5, 8, 0
5, 8, 0
6, 9, 1
5, 8, 0
6, 9, 0
5, 8, 0
6, 10, 0
5, 8, 0
6, 9, 1
4, 7, 0
6, 10, 0
5, 9, 0
5, 7, 0
7, 11, 1
6, 9, 0
6, 9, 1
6, 9, 0
7, 11, 1
6, 10, 1
7, 11, 1
7, 10, 1
7, 10, 1
6, 9, 0
5, 8, 0
6, 10, 1
6, 9, 1
6, 9, 1
7, 11, 1
7, 10, 1
7, 10, 1
7, 10, 2
8, 11, 2
7, 10, 2
6, 10, 1
6, 10, 0
7, 10, 2
7, 8, 1
7, 9, 1
7, 10, 1
8, 10, 2
9, 11, 2
9, 10, 2
8, 10, 2
7, 10, 1
7, 10, 1
7, 10, 1
7, 9, 2
8, 12, 2
7, 10, 1
7, 9, 1
7, 10, 1
6, 10, 0
6, 9, 0
6, 9, 1
6, 9, 0
7, 10, 1
6, 9, 0
7, 10, 1
7, 10, 1
7, 10, 1
8, 10, 1
7, 9, 1
7, 9, 0
