6, 9, 20
6, 9, 19
6, 9, 19
6, 9, 19
5, 9, 18
6, 9, 20
6, 9, 20
6, 9, 19
6, 9, 20
5, 8, 19
5, 9, 19
6, 9, 19
5, 9, 19
6, 9, 19
6, 9, 19
6, 9, 20
7, 10, 20
6, 9, 20
6, 9, 20
7, 9, 22
6, 9, 21
7, 10, 21
7, 9, 21
7, 10, 21
7, 10, 22
7, 9, 21
7, 10, 22
7, 10, 21
6, 9, 20
6, 9, 21
6, 9, 20
6, 9, 22
6, 9, 22
6, 9, 20
7, 9, 21
7, 10, 21
7, 10, 22
7, 10, 20
7, 10, 22
6, 9, 19
6, 9, 19
7, 9, 21
7, 10, 21
7, 10, 21
7, 9, 22
6, 9, 21
6, 9, 20
6, 9, 20
6, 9, 21
6, 9, 19
6, 9, 20
5, 8, 18
5, 8, 18
5, 8, 18
5, 8, 18
5, 8, 18
5, 8, 19
6, 9, 19
5, 8, 18
5, 8, 18
6, 8, 19
6, 9, 20
6, 9, 19
7, 10, 21
6, 9, 21
6, 9, 20
6, 9, 20
6, 9, 20
6, 9, 20
6, 9, 19
8, 10, 21
7, 10, 22
7, 10, 21
6, 9, 20
6, 9, 20
6, 9, 19
6, 9, 19
6, 9, 19
7, 9, 20
6, 9, 19
6, 9, 19
6, 9, 20
7, 9, 20
7, 9, 19
6, 9, 19
7, 9, 20
7, 10, 20
6, 9, 19
6, 9, 19
6, 8, 19
6, 9, 19
6, 8, 19
5, 8, 18
6, 9, 18
5, 7, 17
5, 7, 18
6, 9, 18
5, 8, 17
6, 9, 20
5, 9, 18
