255, 60, 29, 235
255, 61, 29, 243
255, 61, 29, 243
255, 61, 29, 243
255, 61, 29, 243
255, 60, 29, 244
255, 61, 29, 243
255, 61, 28, 244
255, 61, 28, 244
255, 61, 28, 228
255, 60, 28, 4
255, 59, 26, 22
255, 64, 30, 162
255, 63, 30, 225
255, 60, 27, 101
255, 58, 24, 244
255, 58, 23, 236
255, 57, 23, 245
255, 51, 15, 137
255, 35, 0, 25
255, 26, 0, 246
255, 23, 0, 57
255, 22, 0, 247
255, 22, 0, 73
255, 33, 0, 183
255, 51, 17, 245
255, 59, 24, 13
255, 59, 22, 214
255, 48, 11, 234
255, 45, 8, 121
255, 51, 15, 32
255, 62, 27, 143
255, 47, 14, 95
255, 37, 4, 226
255, 53, 23, 172
255, 59, 26, 54
255, 48, 15, 30
255, 38, 4, 60
255, 38, 4, 68
255, 49, 16, 4
255, 63, 33, 144
255, 46, 18, 179
255, 35, 2, 250
255, 39, 9, 76
255, 56, 28, 56
255, 61, 29, 211
255, 48, 13, 220
255, 48, 16, 235
255, 60, 26, 225
255, 52, 21, 246
255, 30, 0, 105
255, 27, 0, 57
255, 47, 13, 3
255, 42, 4, 19
255, 32, 0, 26
255, 32, 0, 52
255, 43, 4, 83
255, 60, 27, 174
255, 41, 6, 92
255, 42, 8, 182
255, 59, 28, 187
255, 56, 28, 201
255, 57, 32, 134
255, 56, 30, 184
255, 54, 26, 53
255, 56, 25, 143
255, 57, 25, 230
255, 57, 24, 201
255, 60, 23, 180
255, 59, 23, 162
255, 58, 23, 121
255, 58, 22, 230
255, 61, 28, 216
255, 57, 32, 134
255, 57, 28, 135
255, 58, 28, 26
255, 61, 31, 124
255, 58, 27, 65
255, 57, 26, 46
255, 59, 24, 69
255, 61, 27, 214
255, 56, 23, 251
255, 39, 6, 241
255, 36, 1, 178
255, 51, 19, 56
255, 60, 25, 91
255, 46, 9, 55
255, 48, 12, 79
255, 55, 19, 13
255, 61, 26, 123
255, 41, 6, 33
255, 31, 0, 115
255, 44, 10, 163
255, 60, 26, 245
255, 35, 0, 130
255, 40, 6, 50
255, 57, 21, 18
255, 49, 16, 223
255, 37, 4, 243
255, 44, 10, 180
