0, 0, 0, 0
102, 168, 255, 232
101, 170, 255, 217
103, 168, 255, 233
101, 170, 255, 217
101, 169, 255, 218
100, 171, 255, 13
101, 176, 255, 123
100, 179, 255, 245
100, 187, 255, 142
103, 203, 255, 213
90, 190, 255, 49
91, 191, 255, 56
98, 199, 255, 147
98, 200, 255, 139
101, 189, 255, 196
101, 174, 255, 138
102, 171, 255, 28
100, 169, 255, 236
101, 167, 255, 218
103, 174, 255, 133
104, 182, 255, 125
103, 185, 255, 175
105, 187, 255, 238
106, 189, 255, 29
106, 189, 255, 8
101, 185, 255, 158
94, 178, 255, 254
91, 177, 255, 185
92, 178, 255, 219
100, 182, 255, 113
104, 185, 255, 230
104, 185, 255, 177
97, 179, 255, 11
88, 173, 255, 67
84, 167, 255, 130
82, 167, 255, 89
85, 170, 255, 231
92, 176, 255, 155
101, 182, 255, 81
106, 184, 255, 201
101, 180, 255, 108
96, 178, 255, 8
96, 178, 255, 15
101, 180, 255, 107
104, 182, 255, 152
99, 180, 255, 14
89, 171, 255, 45
84, 166, 255, 117
85, 168, 255, 148
91, 174, 255, 116
103, 185, 255, 183
104, 182, 255, 179
95, 177, 255, 237
87, 171, 255, 66
83, 169, 255, 209
86, 169, 255, 14
99, 178, 255, 33
103, 179, 255, 53
96, 174, 255, 143
97, 174, 255, 113
99, 165, 255, 131
99, 163, 255, 92
100, 164, 255, 112
101, 170, 255, 21
102, 176, 255, 151
105, 178, 255, 253
103, 180, 255, 48
103, 178, 255, 1
101, 173, 255, 105
99, 164, 255, 158
100, 163, 255, 133
100, 165, 255, 146
103, 170, 255, 9
103, 173, 255, 95
103, 174, 255, 133
103, 175, 255, 127
99, 164, 255, 165
98, 161, 255, 73
100, 162, 255, 93
99, 166, 255, 164
102, 170, 255, 1
96, 166, 255, 227
99, 167, 255, 19
102, 172, 255, 74
97, 169, 255, 226
82, 161, 255, 8
84, 163, 255, 177
80, 157, 255, 213
90, 162, 255, 72
99, 167, 255, 177
102, 170, 255, 251
101, 169, 255, 34
93, 164, 255, 211
97, 168, 255, 240
101, 172, 255, 59
96, 168, 255, 174
85, 160, 255, 248
82, 161, 255, 139
80, 157, 255, 170
