24, 15, 1
24, 15, 1
24, 15, 1
24, 15, 1
24, 15, 1
24, 15, 1
24, 15, 1
24, 15, 0
24, 15, 1
24, 15, 1
24, 15, 1
24, 15, 1
24, 15, 0
24, 15, 1
24, 15, 1
25, 15, 1
25, 16, 1
25, 15, 1
24, 15, 1
25, 15, 1
24, 15, 1
26, 16, 1
28, 16, 2
29, 16, 2
27, 17, 2
27, 16, 2
28, 16, 2
26, 16, 2
26, 17, 1
26, 17, 1
26, 15, 2
26, 17, 0
26, 17, 1
24, 16, 0
24, 15, 1
25, 15, 1
24, 16, 1
24, 15, 1
26, 16, 1
27, 17, 2
27, 16, 2
27, 16, 2
28, 16, 2
28, 17, 1
28, 17, 2
27, 16, 2
27, 15, 2
27, 16, 2
27, 17, 1
27, 15, 1
25, 15, 2
25, 15, 1
24, 15, 0
24, 15, 0
26, 16, 1
24, 15, 0
27, 16, 2
27, 16, 2
26, 15, 1
28, 16, 1
27, 16, 2
27, 16, 1
28, 16, 2
26, 15, 1
24, 14, 1
24, 16, 1
24, 15, 1
25, 16, 1
25, 16, 1
25, 16, 1
26, 16, 2
26, 16, 1
24, 17, 1
29, 17, 2
27, 16, 1
29, 16, 2
29, 16, 2
32, 17, 3
29, 16, 2
28, 16, 2
29, 17, 2
29, 18, 2
29, 17, 2
27, 16, 2
26, 16, 1
27, 16, 2
27, 16, 2
26, 16, 1
27, 16, 1
26, 17, 1
26, 16, 1
26, 16, 2
26, 18, 1
28, 16, 3
27, 17, 2
25, 18, 0
28, 18, 2
28, 14, 3
29, 16, 3
30, 18, 3
