255, 46, 14, 113
255, 45, 14, 121
255, 45, 14, 121
255, 45, 14, 121
255, 47, 14, 121
255, 47, 14, 121
255, 46, 13, 130
255, 49, 14, 203
255, 49, 15, 244
255, 50, 18, 20
255, 51, 18, 69
255, 51, 19, 77
255, 51, 19, 77
255, 52, 20, 85
255, 53, 21, 108
255, 54, 22, 132
255, 56, 22, 164
255, 56, 23, 189
255, 57, 24, 196
255, 57, 24, 205
255, 57, 24, 222
255, 57, 24, 238
255, 58, 26, 23
255, 59, 26, 38
255, 59, 26, 54
255, 60, 27, 62
255, 59, 27, 62
255, 60, 27, 62
255, 61, 28, 45
255, 60, 28, 37
255, 59, 26, 13
255, 61, 26, 13
255, 60, 26, 5
255, 59, 26, 6
255, 59, 26, 13
255, 59, 26, 13
255, 60, 27, 29
255, 60, 27, 62
255, 61, 28, 77
255, 60, 28, 78
255, 61, 28, 77
255, 60, 28, 85
255, 60, 28, 85
255, 60, 27, 94
255, 59, 28, 78
255, 60, 27, 71
255, 60, 27, 62
255, 58, 26, 38
255, 56, 24, 14
255, 56, 25, 254
255, 55, 24, 238
255, 56, 25, 230
255, 56, 23, 222
255, 54, 22, 182
255, 52, 21, 142
255, 53, 21, 142
255, 53, 20, 133
255, 52, 19, 118
255, 51, 18, 86
255, 50, 18, 53
255, 51, 17, 20
255, 50, 16, 252
255, 50, 16, 243
255, 51, 17, 20
255, 52, 19, 69
255, 52, 18, 86
255, 52, 20, 125
255, 54, 21, 158
255, 55, 22, 181
255, 58, 24, 246
255, 56, 25, 6
255, 58, 26, 38
255, 60, 28, 54
255, 60, 27, 62
255, 60, 27, 62
255, 60, 28, 70
255, 61, 28, 77
255, 60, 27, 79
255, 59, 27, 79
255, 59, 27, 79
255, 61, 27, 71
255, 61, 27, 71
255, 59, 25, 71
255, 60, 26, 62
255, 58, 26, 63
255, 58, 24, 56
255, 58, 24, 56
255, 58, 25, 47
255, 57, 25, 40
255, 58, 23, 39
255, 59, 24, 96
255, 60, 25, 120
255, 60, 25, 152
255, 60, 26, 161
255, 59, 27, 185
255, 60, 27, 185
255, 60, 27, 177
255, 60, 27, 177
255, 61, 27, 168
255, 60, 27, 168
