48, 255, 139, 133
48, 255, 139, 133
48, 255, 138, 140
48, 255, 139, 133
49, 255, 135, 135
51, 255, 137, 126
49, 255, 138, 134
64, 255, 140, 236
83, 255, 149, 109
93, 255, 158, 181
89, 255, 155, 139
84, 255, 153, 88
74, 255, 148, 36
74, 255, 147, 36
76, 255, 146, 45
77, 255, 147, 52
77, 255, 147, 52
77, 255, 147, 52
77, 255, 147, 52
75, 255, 147, 52
77, 255, 147, 44
77, 255, 147, 52
76, 255, 149, 59
82, 255, 151, 126
89, 255, 154, 183
88, 255, 153, 205
87, 255, 150, 161
77, 255, 144, 50
67, 255, 142, 235
58, 255, 137, 173
44, 255, 133, 101
46, 255, 135, 120
58, 255, 137, 213
84, 255, 151, 157
88, 255, 155, 177
83, 255, 150, 99
66, 255, 143, 239
54, 255, 138, 183
45, 255, 137, 129
39, 255, 129, 93
39, 255, 133, 93
42, 255, 133, 117
53, 255, 137, 188
78, 255, 146, 109
88, 255, 152, 202
84, 255, 148, 160
75, 255, 142, 69
53, 255, 136, 182
46, 255, 131, 148
71, 255, 140, 47
93, 255, 158, 174
93, 255, 160, 128
95, 255, 168, 24
95, 255, 166, 4
91, 255, 163, 3
85, 255, 154, 20
67, 255, 143, 249
62, 255, 137, 239
60, 255, 136, 231
61, 255, 136, 244
60, 255, 135, 249
60, 255, 134, 243
54, 255, 131, 219
55, 255, 126, 250
53, 255, 124, 248
52, 255, 124, 241
50, 255, 123, 220
47, 255, 126, 194
64, 255, 139, 3
76, 255, 146, 32
90, 255, 157, 30
89, 255, 160, 226
89, 255, 161, 220
90, 255, 159, 220
84, 255, 156, 242
79, 255, 148, 34
74, 255, 145, 37
72, 255, 140, 55
64, 255, 134, 52
63, 255, 131, 51
75, 255, 137, 152
87, 255, 147, 248
80, 255, 145, 169
73, 255, 140, 105
74, 255, 140, 113
83, 255, 143, 205
84, 255, 144, 206
64, 255, 139, 3
40, 255, 136, 98
49, 255, 137, 139
80, 255, 148, 24
92, 255, 160, 89
84, 255, 155, 6
77, 255, 154, 219
78, 255, 153, 225
90, 255, 160, 41
93, 255, 161, 89
86, 255, 154, 14
54, 255, 142, 120
41, 255, 143, 73
