255, 149, 116, 186
255, 149, 116, 186
255, 149, 116, 186
255, 149, 116, 186
255, 151, 120, 185
255, 149, 120, 185
255, 151, 116, 186
255, 149, 120, 185
255, 149, 116, 201
255, 148, 118, 139
255, 144, 116, 168
255, 138, 119, 59
0, 0, 0, 235
0, 0, 0, 173
0, 0, 0, 134
0, 0, 0, 143
0, 0, 0, 166
0, 0, 0, 219
255, 148, 126, 73
255, 151, 123, 5
255, 153, 117, 15
255, 161, 112, 8
255, 162, 109, 33
255, 161, 115, 248
255, 154, 120, 255
255, 146, 120, 230
255, 139, 123, 11
0, 0, 0, 166
0, 0, 0, 126
0, 0, 0, 111
0, 0, 0, 110
0, 0, 0, 143
255, 140, 126, 19
255, 145, 126, 182
255, 154, 119, 215
255, 160, 108, 9
255, 178, 156, 144
255, 177, 151, 161
255, 163, 108, 9
255, 150, 116, 217
255, 147, 126, 144
0, 0, 0, 243
0, 0, 0, 166
0, 0, 0, 134
0, 0, 0, 110
0, 0, 0, 103
0, 0, 0, 126
0, 0, 0, 158
0, 0, 0, 251
255, 150, 128, 112
255, 148, 122, 21
255, 152, 118, 7
255, 148, 108, 80
255, 136, 101, 253
255, 132, 95, 184
255, 119, 87, 85
255, 124, 95, 35
255, 137, 115, 93
255, 120, 93, 245
255, 136, 108, 118
255, 140, 112, 164
255, 152, 122, 246
255, 160, 132, 35
255, 145, 115, 108
255, 155, 133, 104
255, 151, 115, 162
255, 152, 115, 8
255, 155, 119, 61
255, 155, 118, 69
255, 155, 119, 77
255, 157, 119, 132
255, 157, 120, 84
255, 157, 122, 60
255, 159, 120, 155
255, 159, 121, 91
255, 157, 119, 77
255, 155, 120, 101
255, 155, 118, 101
255, 151, 118, 22
255, 153, 117, 247
255, 154, 119, 232
255, 151, 121, 97
255, 149, 120, 183
255, 148, 126, 34
0, 0, 0, 197
0, 0, 0, 150
0, 0, 0, 118
0, 0, 0, 103
0, 0, 0, 103
0, 0, 0, 110
0, 0, 0, 134
0, 0, 0, 181
255, 141, 121, 27
255, 143, 122, 182
255, 154, 114, 203
255, 161, 106, 211
255, 166, 107, 163
255, 164, 108, 243
255, 156, 116, 140
255, 147, 120, 37
