28, 37, 36
27, 37, 35
27, 37, 35
28, 38, 36
28, 38, 36
28, 38, 37
29, 39, 37
29, 40, 37
32, 45, 39
39, 56, 45
37, 52, 42
35, 49, 41
36, 51, 42
36, 50, 42
35, 49, 43
31, 42, 39
23, 31, 29
20, 28, 27
18, 23, 22
15, 20, 19
14, 19, 18
14, 19, 18
15, 19, 19
15, 20, 20
18, 24, 22
21, 30, 28
22, 31, 29
20, 28, 27
18, 23, 22
16, 21, 20
15, 19, 19
15, 19, 19
16, 21, 20
16, 22, 20
19, 24, 24
22, 29, 28
23, 31, 30
21, 29, 27
18, 23, 24
16, 20, 19
14, 18, 17
14, 17, 17
13, 16, 15
14, 17, 17
13, 17, 16
12, 16, 15
13, 17, 16
13, 17, 16
12, 15, 14
11, 15, 14
12, 16, 16
12, 15, 14
11, 14, 14
11, 14, 13
11, 13, 13
11, 15, 14
11, 14, 14
11, 14, 13
12, 15, 14
11, 14, 14
12, 15, 14
13, 16, 15
14, 17, 17
14, 17, 17
13, 16, 16
12, 16, 15
13, 17, 16
14, 17, 17
13, 17, 17
14, 19, 17
15, 20, 18
15, 20, 19
14, 19, 18
13, 17, 16
12, 16, 15
13, 16, 15
12, 16, 15
12, 16, 15
13, 16, 15
13, 16, 15
14, 18, 17
14, 19, 18
14, 19, 17
13, 17, 17
15, 19, 19
16, 21, 21
19, 25, 26
21, 28, 26
20, 27, 27
21, 27, 27
16, 21, 19
12, 16, 14
12, 15, 14
11, 14, 13
12, 15, 15
11, 13, 12
9, 11, 10
12, 15, 14
12, 15, 15
13, 16, 16
