30, 17, 3
30, 16, 3
28, 16, 2
28, 16, 3
29, 17, 3
30, 16, 3
31, 17, 4
34, 17, 5
32, 19, 5
34, 19, 5
33, 17, 5
33, 19, 4
27, 16, 2
26, 16, 2
24, 14, 1
22, 15, 1
24, 14, 2
24, 14, 1
22, 14, 1
22, 15, 1
24, 15, 2
23, 14, 1
25, 16, 2
27, 16, 3
28, 17, 3
27, 16, 2
26, 15, 2
26, 15, 2
27, 16, 3
26, 16, 2
28, 17, 2
27, 15, 3
25, 15, 1
23, 15, 1
23, 14, 1
22, 13, 1
23, 14, 1
25, 15, 2
21, 13, 0
21, 14, 1
24, 16, 2
22, 14, 1
24, 15, 2
22, 14, 2
24, 15, 2
25, 16, 2
25, 16, 2
26, 16, 3
27, 16, 3
26, 14, 3
25, 15, 2
28, 16, 3
26, 16, 2
28, 16, 3
27, 15, 2
24, 15, 1
23, 15, 1
22, 13, 2
23, 14, 2
22, 13, 1
22, 12, 1
22, 14, 1
24, 16, 2
22, 14, 1
23, 14, 2
24, 15, 2
26, 17, 1
30, 17, 4
34, 18, 5
30, 16, 3
30, 16, 3
30, 16, 3
33, 17, 4
33, 18, 4
32, 19, 4
34, 18, 4
31, 17, 4
29, 18, 3
26, 15, 3
23, 15, 2
24, 16, 2
27, 17, 2
23, 15, 2
26, 15, 3
26, 16, 3
25, 16, 2
29, 18, 3
30, 18, 3
29, 16, 3
31, 17, 4
33, 16, 4
34, 17, 4
33, 16, 4
34, 17, 4
35, 17, 6
35, 17, 6
35, 16, 5
32, 18, 4
30, 17, 4
28, 17, 3
