5, 21, 3
6, 22, 3
6, 22, 3
6, 22, 3
6, 22, 3
6, 22, 3
6, 22, 3
6, 22, 3
6, 22, 3
5, 21, 3
4, 20, 2
5, 21, 2
6, 21, 3
7, 25, 4
6, 22, 3
6, 22, 3
5, 21, 3
5, 22, 3
7, 25, 4
7, 25, 4
7, 24, 4
6, 23, 3
6, 23, 3
6, 23, 3
6, 20, 3
4, 19, 2
6, 22, 3
5, 20, 2
5, 20, 2
5, 21, 2
6, 22, 3
6, 22, 3
6, 21, 3
5, 20, 2
6, 21, 3
6, 22, 3
7, 23, 3
6, 22, 3
6, 22, 3
6, 23, 3
6, 22, 3
6, 22, 3
6, 23, 3
6, 23, 3
6, 23, 3
7, 24, 4
5, 22, 3
6, 23, 3
6, 23, 3
6, 22, 3
5, 22, 2
5, 22, 3
6, 23, 3
6, 23, 3
6, 23, 3
6, 23, 3
5, 22, 2
6, 23, 4
5, 21, 2
6, 22, 3
6, 22, 3
6, 23, 3
6, 23, 4
6, 23, 3
6, 23, 4
6, 23, 3
5, 21, 3
6, 22, 3
7, 23, 4
6, 22, 3
6, 21, 3
6, 22, 3
6, 22, 3
7, 24, 4
6, 23, 3
7, 24, 3
6, 24, 4
6, 22, 3
6, 23, 3
7, 24, 4
6, 22, 3
5, 22, 2
6, 23, 4
5, 21, 2
5, 20, 2
5, 20, 3
4, 19, 2
5, 20, 2
5, 20, 2
6, 21, 3
5, 20, 2
5, 20, 2
6, 21, 2
5, 19, 2
5, 19, 2
6, 21, 3
5, 21, 2
5, 19, 2
5, 19, 2
5, 20, 2
