255, 144, 78, 156
255, 144, 83, 156
255, 144, 83, 156
255, 141, 80, 165
255, 141, 80, 165
255, 141, 80, 165
255, 141, 80, 165
255, 141, 80, 165
255, 141, 80, 165
255, 141, 80, 165
255, 144, 83, 156
255, 142, 79, 172
255, 145, 81, 164
255, 141, 80, 165
255, 145, 81, 148
255, 141, 81, 148
255, 139, 75, 125
255, 141, 73, 93
255, 141, 71, 78
255, 144, 73, 53
255, 142, 71, 39
255, 132, 71, 39
0, 0, 0, 255
0, 0, 0, 215
0, 0, 0, 215
0, 0, 0, 207
0, 0, 0, 176
0, 0, 0, 176
0, 0, 0, 191
0, 0, 0, 192
0, 0, 0, 215
0, 0, 0, 238
0, 0, 0, 247
255, 134, 74, 7
255, 135, 77, 23
255, 136, 73, 30
255, 139, 73, 53
255, 144, 78, 77
255, 138, 71, 101
255, 138, 71, 101
255, 143, 75, 125
255, 144, 82, 140
255, 144, 83, 156
255, 149, 84, 170
255, 149, 84, 170
255, 149, 84, 170
255, 145, 81, 179
255, 149, 81, 179
255, 146, 80, 187
255, 146, 80, 187
255, 146, 80, 187
255, 146, 80, 187
255, 149, 81, 179
255, 144, 77, 141
255, 140, 67, 7
0, 0, 0, 112
0, 0, 0, 119
0, 0, 0, 176
0, 0, 0, 183
0, 0, 0, 222
0, 0, 0, 246
255, 141, 79, 38
255, 149, 78, 76
255, 146, 87, 108
255, 147, 85, 116
255, 147, 85, 116
255, 143, 81, 125
255, 147, 81, 125
255, 147, 85, 116
255, 143, 79, 116
255, 146, 84, 100
255, 146, 82, 84
255, 144, 78, 77
255, 144, 78, 77
255, 145, 82, 68
255, 139, 80, 53
255, 141, 81, 29
0, 0, 0, 247
0, 0, 0, 230
0, 0, 0, 238
0, 0, 0, 207
0, 0, 0, 207
0, 0, 0, 222
0, 0, 0, 247
255, 135, 77, 23
255, 137, 82, 46
255, 140, 78, 77
255, 144, 78, 77
255, 146, 82, 84
255, 145, 79, 93
255, 142, 80, 109
255, 146, 80, 108
255, 146, 87, 108
255, 147, 85, 116
255, 147, 85, 116
255, 147, 85, 116
255, 147, 85, 116
255, 147, 85, 116
255, 146, 80, 108
255, 141, 79, 93
